Title,Helpfull-statement,Username,Images,Rating,Creation-date,Review
Nice little tool  very effective and useful,-,Krish Maddirala,-,5,2020-03-19T13:59:17,This product is very useful and very effective in pain relief. I and my wife liked this massager and the various attachments that come with it. The speeds are very good and the battery life or charge holds good for up to 10 times. This product is highly recommended and it is very easy to use.
Works well on sore muscles,-,ftbooklover,-,5,2020-01-23T12:59:17,Product works as described. Used it after a workout. Typically I m sore for 2 or 3 days after a high intensity workout. Used on my quads and hamstrings. Was able to be fully mobile and maintained flexibility post workout. Will use again pre workout to warm up muscles next time.
Impressive and very sturdy !!!,-,Luiz Eduardo Moraes,https://images-na.ssl-images-amazon.com/images/I/B1xhyo6o-sS._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/C1MkiOmZzHS._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/C1XwKuEo-GS._SY300.jpg,5,2020-06-26T14:59:17,I am really impressed how sturdy and well made it is  I wasn t expecting that quality for a massage gun with this price. It looks have been made for professional use and comes with 2 hard cases to store the product  one for the attachments and other bigger one for the gun and cables. 100% approved !!!
Zero customer service,-,Very Disappointed,https://m.media-amazon.com/images/I/71iZ45LpqqL._SY300.jpg     ;     https://m.media-amazon.com/images/I/71rgoEUzdTL._SY300.jpg,1,2020-01-18T17:53:17,I gave this messager as a gift and it was periodically for a total of one hour and it started making a rattling noise then the head and a screw fell out. To claim a warranty since they offer a “ life time replacement” the person who I gave it to has registered the product with Dark Iron and followed all the necessary procedures yet no response after 4 attempts.I am just trying to get this broken item replaced yet the companies boasting of great customer support and guaranteed replacement is phony.I will update this review if Dark Iron does decide to honor what they advertise for their warranty.At this point I would not recommend anyone purchase their product.
Truly amazing! My wife loves it,-,Josiah,-,5,2020-02-18T17:23:17,My wife loves massages  but I get tired quickly when giving them. My thumbs get sore. But this thing does a better job than I ever could  while making things a lot easier on me too. Wonderful variety of attachments (the one for the foot sole is incredible). Have only had this for about a week  and will update the review if anything changes. But so far everything has been great. Can t believe the battery lasts as long as it does  too.
Relief  quick and easy,-,Minneapplemuffin,-,5,2020-05-22T11:59:17,This offers relief from muscle soreness  body pain and ease of use if by yourself. It s a bonus if you have someone that can assist you with the massage but not necessary.You control the intensity and duration needed to find relief.We are super happy with our purchase and will be purchasing for gifts in the future.
Good massage percussion gun that comes with many accessories.,-,Max,-,5,2020-08-24T11:59:17,I have tried several percussion massage guns including Theragun and Hypervolt. I do own a hypervolt and use it almost daily. I was looking to get another percussion gun for the convenience of having one in each hand when performing massages on my wife or myself. I saw the Darkiron massage gun and like the price point along with all 15 attachments it came with including a case. In comparison to a Hypervolt it is quiet and has the same effectiveness. The only significant difference is the percussion power. The Darkiron s highest 3rd level feels about like a 1-2 in comparison to Hypervolt. But for the price and the accessories I m pleased with the Darkiron. It still does the job and doesn t break the bank.
Great massage gun for the price!,-,Roberto,https://images-na.ssl-images-amazon.com/images/I/81CTej2QC8L._SY300.jpg,5,2020-05-15T12:59:17,This massage gun is great for the price!I have a friend who is a trainer and he has one of those $300-400 massage guns  so I was initially pretty skeptical when I got this one as I have used his in the past.But to my surprise  this one was just as quiet. Not only that  I have heard of some massage guns not being able to withstand some force when trying to get the deeper spots  but this one did not budge. Last  the display is extremely helpful  it tells you the battery life  the speed level  and it also has a timer which is a great feature I did not know I needed. Overall I have had this for a few days and I am very pleased. If anything come sup i will be sure to update this review .
First my massage gun came 2 days early. Second it came charged for about 15 minutes,-,Shirley,-,5,2020-05-15T12:59:17,Loved that it came charged for about 15 minutes  so you can try it out to see how you like it. My massage gun came 2 days early  which I think was a bonus. I tried it out seems like it is going to help my tense muscles. It really feels good on my tense muscles in my thigh. After it charges I m going to use it again tomorrow.
A powerful massage gun that has all the necessary attachments you will ever need!,-,Stephen W.,-,5,2020-07-12T13:59:17,I ve been looking for a massager that can really dig deep  as my pain is sometimes unbearable  especially my sciatica. My upper legs are always sore  and this massage gun is so powerful; it s enough that I haven t even needed to use the highest setting yet. So far I m using either level 1 or 2 depending on the areas I m using for. I find that the deep tissue attachment is the hardest one to detach from the gun as it s slick and short and doesn t have enough room to grab. I usually just use the rubbery pad that opens tight jar or bottle caps. Otherwise  this well-packaged massage gun is a perfect companion for me.
Very impressed with massager,-,Tony,https://images-na.ssl-images-amazon.com/images/I/B1lqvKYM9fS._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/B1y4zebtV+S._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/C1So-j45-3S._SY300.jpg,5,2020-06-18T12:59:17,Very impressed with this massager. My chiropractor has a similar one that really helps so it was about time I invested in one for my own health. Love the travel case that it comes with. Instructions were clear and simple. Still getting used to the different attachments but very impressed with power of it as well as battery life.
Pain relief  easy to use,-,Krishna,-,5,2020-01-18T17:53:17,I ordered this massager as I do a lot of cycling and occasionally have pain i the thigh and calf muscles. This is a well built massager which relieves pain when used as directed. It comes with a good battery life and multiple tools/accessories which can be used with different muscles areas. The packaging is simply great and the machine come with a Matt finish handle which is great. The display is good and comes with multiple speeds to operate. The battery power is displayed as well which will tell us the amount of battery left. The instructions provided are easy to use and follow. I definitely recommend this product.
Your body will appreciate It.,-,Dawn,-,5,2020-08-01T17:23:17,This hand massaging machine is the greatest for your body. I charge it yesterday and after it was fully charged I used for 30 minutes. The battery life is still going strong today. There are many adjustable parts for each different section of your body. It s very easy to use because you can raise or lower the resistance level. I was able to get some of the knots out of my legs. It s very soothing for a pain reliever because you will feel so relaxed afterwards. Don t hesitate  click that button and now.
Amazing!,-,Concepcion Campos,https://images-na.ssl-images-amazon.com/images/I/B1kW6HoeD6S._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/C1cZgTOLMYS._SY300.jpg,5,2020-08-01T17:23:17,Your browser does not support HTML5 video.  This massage gun is very easy to use and feels very comforting on sore muscles. My partner has a very labor intensive job and he has received much relief with this massage gun. The various attachments all provide different intensities and vibrations  it s difficult to choose my favorite one. My only regret is not buying this sooner. I am thinking about buying a couple more to give as gifts to friends who would definitely enjoy the pleasure that comes from this massage gun.
Great!,-,Jay,https://images-na.ssl-images-amazon.com/images/I/81+EIGldcIL._SY300.jpg,5,2020-04-23T14:12:17,This is a solid massager! It is not cheaply made  for this price it is a steal. The battery life is really good considering I ve used it for intervals of 15 min about twice a day for about 5 days and the it says full battery still. When the device arrived it was fully charged. I have sciatica and loosening up the muscles helps the nerve feel better and with this massager it has been doing exactly that. I counted about 13 to 14 different attachments! And the case it awesome. Get it!
Best Massager Gun,-,Soozoxo,-,5,2020-06-26T14:59:17,This massager gun has many attachments  is lightweight and is easy to use. It has tremendous power and can adjust intensity very easily. It comes in a solid durable case  and the attachments have their own zippered case inside the massager gun case. I did a lot of research on various massager guns and found this one to have excellent reviews and it more than exceeded my expectations.
Lightweight and Powerful,4 people found this helpful,Lady J.M.,-,5,2020-04-23T14:12:17,Your browser does not support HTML5 video.  Sleek design  easy to use  sturdy built with lots of accessories. I like the carry case which can hold all the header  charger  and everything else. A plus for any organizers with OCD.
Great massage gun for daily use.,-,Dannyjc,-,5,2020-05-15T12:59:17,This massage gun is awesome. My second gun  and favorite. This massage gun is quiet and powerful. I can watch TV will using it  something not possible with my old gun. It comes with a ton of attachments to help target different muscles and different areas. Very sleek and simple controls. This massage gun is a great value at a fraction of the price of other name brand models.
Good quality for the price .,-,Jordan,-,5,2020-02-22T16:59:17,Well first of all I was a little nervous before I purchased this product. I was sure it will perform as good as the super expensive ones  but let me tell you it does the trick! I have chronic muscle tension around my neck and pelvic area  and the pain is absolutely consistent. I always do yoga and somehow manage to make it worse. I started using this massage gun in a area where it hurts and it loosens up the nods and I feel so much better. I do like that I can use different heads for different parts of my body. The quality of the massage gun is way better than I expected. It doesn t feel like a cheap plastic. Very sturdy. I would recommend this massage gun to anyone who has chronic pain issues like me.
Good balance and comes with a nice box,-,Savvy,https://images-na.ssl-images-amazon.com/images/I/81CzhtK+x4L._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/91KB40Pd+DL._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/91aFyQWI+6L._SY300.jpg,5,2020-09-17T17:59:17,I was impressed just after opening the box. It came in a nice case. Built quality looks good. The led dial behind shows all the information you need to know what mode it is on. The grip and weight are well balanced. Very easy to use and battery life is holding good so far. Haven t checked all the end adapter yet but there are many different kinds for different application. I bought it for my back pain. I believe it will work whenever next back pain hits. Overall I am impressed.
Worth it!,-,H. B.,https://images-na.ssl-images-amazon.com/images/I/B1C8KLmouHS._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/B1Gna6Z29aS._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/B1UfdHWY9kS._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/C17bMPUgf8S._SY300.jpg,5,2020-07-16T12:59:17,I ve been considering buying a massager like this for a while. So glad I went ahead and ordered this - is totally worth it. It feels so good and will help relieve my tension and stress. I can t do the more intense levels but I would consider it to have a good intensity range. Easy on/off switch. You can just pull out and switch heads. Display lights up to show 1-4 intensity bars and 1-4 battery bars.
Great Massage Gun..*buy it*,-,Ashley Melton,-,5,2020-05-15T12:59:17,I bought this as a Father s Day present for my husband and he has been in love since the first use.He has a very physical demanding job and always wants to use it after his showers. His favorite attachment is the round ball  it is probably the most universal  where most of the other attachments are for more targeted areas. The battery life is great and long lasting.
Best Massage Gun for the Price!,-,Ryan N.,-,5,2020-07-23T17:59:17,Man  when I opened the box and saw the cool case  I felt like I was opening something from APPLE. Very sleek packaging. Then I opened the soft case that comes with it and it kept getting better  the thing feels VERY well made  solid and weighty. Once I turned the power on and hit the button  I was amazed at just how cool the LCD screen looked! Now to the actual reason I purchased it  the ability to work out tight and sore muscles  with the FIFTEEN attachments that come with it  I was able to try each one and throughly enjoyed that! I dont know how well the battery life holds up yet but judging by how well its made  I feel like it ll be just fine. VERY happy I bought this one!!
Feels so good,-,Dirk,-,5,2020-04-23T14:12:17,I am older and have some sore muscles. After researching and reading many reviews for massaging units like this one  I made my order. BOY; I was surprised on how well this massaging gun works. I have used many massaging machines over my years but this one hit all the spots.This massaging gun is very quiet and using the attachment of choice can make your muscles relax quickly. I have used it on other family members and ooohhhh and aaawww is the reactions you get.This is a great massaging gun for the price point and your body will thank you too.
Great value for 15 massage heads,-,adriana lorio,-,5,2020-07-02T17:54:17,This is the perfect Father s day gift! The packaging on the massage gun was really nice. I really like that the box was even sealed with a plastic layer. When you open the box  you will be pleasantly surprised to see that this item even comes with a nice carrying case with a carbon fiber type of shell. Also  my favorite thing about the massage gun is the 15 attachments that it comes with!!! Each attachment is perfectly shaped to contour different parts of your body that you are massaging.Anyway  I began to exercise and this massage gun has helped me recover faster than before I started using the massage gun. I especially like to use the massage gun after  leg day . To anyone that does intense leg days like I do you know how sore you can get. Using the massage gun reduces my pain relief.I highly recommend this massage gun to anyone as it is very relaxing and of great value for the quality you are getting.
Easy and effective massage gun,-,SerenaSheri,-,5,2020-06-18T12:59:17,I bought this massage gun for myself due to the good reviews. It doesn t disappoint. It is very easy to use. The screen has lots of information. I usually use it after a long hike and it really relieve the strain in my muscles. There are many heads to be used at different part of your body. The battery life is great. I haven t used it up after several session.The material is also quite high quality. It s skin friendly when your hold it.Only thing is that it s quite heavy. After holding it for some time  you arm will feel tired.
Best purchase ever!,-,Deborah Beckman,-,5,2020-03-19T13:59:17,This thing is Amazing! Helps us stay more active  less need for pain medication  less headaches  and definitely improves quality of life! Powerful and more gentle when you need. Read the information guide! Follow directions! Over massaging one area might feel great at the time  but you can be sore or bruised the next day if you over do it. Trust me! You ll be surprised how little time you need to get relief. I have chronic pain & 10-20 minutes a day  routinely is life-changing! It took 1-2 hours with traditional massage to get same results. Who has the time? I ve used other massagers too  but not this style or high powered. Wish I found this sooner! I love deep tissue and find better results following the directions and keep changing areas after two minutes  you can always go back to the area after a break. I.e. my shoulders hurt the most  so I start there  hit other areas and go back at the end. Auto shut down (not completely off) is actually great for taking turns and keeping things fair. We love this thing!
Ahhh-mazing!,-,H. Selby,https://images-na.ssl-images-amazon.com/images/I/81IP3NUwsnL._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/81PfvopQhJL._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/91IiuQQX+XL._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/A13yaG9+TKL._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/A15XTqs5WbL._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/A1U+1bDxXkL._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/A1fWTz6MtyL._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/A1iHhTGuLkL._SY300.jpg,5,2020-03-25T17:59:17,This is an amazing massage gun with 15 head attachments. It has crazy power...remember those old Brookstone massager that were super weak...this will blow your mind. It s packaged well  would be a great gift for anyone who has a bad back or sore muscles or works out. I love that it shows you how long you ve been using it. There are more attachments than you will ever use. It s a SUPER SOLID and well-made piece of machinery. I can t speak highly enough about it. If you are looking for a solid self-massager  this is the one!
Wonderful Gift!,-,Esther Q.,https://images-na.ssl-images-amazon.com/images/I/81ewUNPOxEL._SY300.jpg,5,2020-07-02T17:54:17,I bought this as a gift for my husband who is quite particular about the quality of the brands he uses  so I was a bit worried it might not be up to his standards. Right off the bat  he was pleased with the look and feel of the equipment. Not cheaply made and looks to last. Also  the storage case for the gun and the separate storage case that fits inside for the attachments were very well made so that it is put away neatly. He is very satisfied with the amount of pressure the gun gives and the variations in speed. Overall  we are both very satisfied with this purchase because there are so many options of massage guns and not all are made equal! The price is on point compared to other over priced massage guns!
Love it!,-,Lesa,-,5,2020-06-26T14:59:17,I am so glad I purchased this massage gun. It has helped so much with pain relief in my neck  shoulder  and lower back. I love all the different attachments and how easy it is to change them out. The battery lasts for a very long time and it is very powerful.The only thing I would change is to have a way to hold the attachments in place in the case they came in  but I do like the protective case everything came in.I like the weight of the massage gun. It s heavy enough to feel sturdy but not so heavy it s uncomfortable to use. Thanks for making a great product!
Really solidly built,-,Felix,-,5,2020-09-06T17:39:17,This massage gun comes with a carrying case... and the various attachments come in a carrying case inside the carrying case!It has an impressive weight and build quality that some of the cheaper ones lack. I ve used other massage guns and they sometimes rattle  this one was relatively quiet. Obviously at the higher speeds it gets louder.I put it on max for 10 mins or so  it didn t seem to overheat or slow down. My body was numb afterwards though.Probably my only complaint is that the massage heads should have come with a bag instead of a soft-shell case. It s a little annoying trying to fit the heads back into the case.
Miracle in a massage gun,-,Amanda,https://images-na.ssl-images-amazon.com/images/I/C17jCLrfI3S._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/C1jdZnutMjS._SY300.jpg,5,2020-09-18T17:59:17,I love this massage gun!! It has been such a lifesaver. I work long days on my feet with a chronic back injury so by the end of the day my muscles are tight and tired and I have slot of muscle spasms  however this massage gun has loosened the knots and relaxed all the tight muscles so I can relax without my muscles going into spasms. I don t know how I ever lived without this  it is well worth the price and I m telling all my coworkers in the operatering room about this amazing product.I find it super user friendly  the attachments are very easy to exchange. There is a built in 10 min shut off timer which I find extremely useful so that you don t lose track of time and stay in one spot for to long  but don t despair you can just change spots and turn it right back on.I am confident that with continued use I am definitely going to see a reduction in my chronic back pain.
Excellent Product!,-,Abby,https://images-na.ssl-images-amazon.com/images/I/818dNiaUFyL._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/81UHWeNQQDL._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/81eCyJOH++L._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/81hwRAZZiKL._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/81wR3SoomiL._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/81x2wHY9SPL._SY300.jpg,5,2020-05-17T17:59:17,I m really enjoying my new Darkiron massage gun!I bought it to help with my muscle recovery abd with muscle growth. It charged all the way I about an hour. The massage heads are easily removable and they are many for different part of the body.I do like how you can pick your speed and you can get and like the LED display which has the run time indication and power indication as well! Battery life is very decent as well!I tried different attachments and you can definitely feel a difference!
A great overall massage gun!,-,Charles Doan,https://images-na.ssl-images-amazon.com/images/I/C1boHVtXpoS._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/C1j8f58OhJS._SY300.jpg,5,2020-08-06T12:59:17,This gun is great! I use it at least every other day. You can use it by yourself or have someone hit you with it.The photo shown is the my favorite attachment. It can literally be used everywhere. They send you a manual with this along with a multitude of attachments and a description of where they can be used.The charging feature is perfect as it lets you know when it s fully charged.I was a bit hesitant to buy this at first  but this was a great purchase decision. Everyone needs to have this. The adjustability of speed makes it that much better as well.
Absolutely does the job,-,Chris,-,5,2020-07-16T12:59:17,I suffer from chronic back pain  which is made much worse when I sleep poorly  and unfortunately with a little one that has been happening frequently. This massager is extremely easy to use  has more than enough power to really get at those muscles. This gun was definitely a deal  and I ve seen similar guns sell for 3-4 times as much  and functionally are the same. All in all a good deal  and very handy when things start to act up.
Best investment EVER!,-,Robyn Hunter,https://images-na.ssl-images-amazon.com/images/I/C1+TkGsVcES._SY300.jpg,5,2020-01-23T12:59:17,Amazing product! Worth every penny and kind of upset with myself for not finding this ages ago. It s effective and affordable. Great for breaking up tension in your muscles and tendons. Feels amazing! Mine came almost fully charged so that was a nice little surprise  being able to use it right out of the box. It s a little on the heavier side but I like that about it. Best purchase I ve made on Amazon all year  hands down.
This is being KIND to your body!,-,Asya Luedke,https://images-na.ssl-images-amazon.com/images/I/B1852DCKwjS._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/C1+gwSoeh4S._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/C1Ei-DmwVVS._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/C1HnE5pSD+S._SY300.jpg,5,2020-09-17T17:59:17,I was in the market for a massage gun for my husband and I. I did some price matching  read a lot of reviews and watched plenty YouTube videos. After juggling with high end brand names and high end prices  I placed my order for the Dark Iron Massage Gun EM31. I gave it to my husband for an early Father s Day gift. He loved it  I loved how many attachments it came with. Other massage guns at a higher price range didn t come with as many as Dark Iron. The weight and feel of the gun itself was impressive  very sturdy and sleek but not too heavy or bulky. My 6 and 1 year old also enjoy “using” it when we take it out. It comes with a portable case with designated spots for the massage gun and charger cord ( which by the way we haven t had to use since receiving it a week ago  while using it everyday.) an a spot for the separate case for all the attachments. The attachments come with a pamphlet about each attachment and what parts of the body they are made for. Overall I m impressed and would buy for others as a gift.
Using it nearly 5 times a week  going strong,-,Jackolantern,-,5,2020-04-15T17:59:17,I was pretty hesitant to buy one of these because I wasn t sure how much it would help muscle tension. I stretch and ice but this is the icing on the cake. I would buy this again. it s not loud  which is favorable  it s effective  and after nearly a month of decent use appears reliable.. The explication of the attachments provided is also apt.I ll update again if it s performance dwindles  but so far 5 stars.
New life thanks to good vibrations,-,Utatahn,https://images-na.ssl-images-amazon.com/images/I/91vfaMMv7ZL._SY300.jpg,5,2020-03-25T17:59:17,Your browser does not support HTML5 video.  It was beautifully packaged and very easy to use right out of the box (except for the fact you should charge it before using it). My wife has chronic lower back pain since childbirth and it s exhausting trying to dig in and help relieve her pain through manual massage. This machine is very powerful and has more massage head options then I ever would have thought possible but we were able to find the perfect ones and after only a few minutes daily it has helped her tons!We re a very active family with frequent muscle cramps  soreness  etc and this has been the quickest easiest way to restore  revive  heal  and get back to life quickly.
Heavy Duty,-,Travis H.,https://images-na.ssl-images-amazon.com/images/I/81o0qzq2IsL._SY300.jpg,5,2020-08-24T11:59:17,I received this as a gift from my wife. It is very heavy duty which is needed for a percussive massager. The weight provides a balance to the percussive movements so you do not need to hold the massager with two hands to give a great massage. It hits deep knots very well.Honestly so far I ve been very impressed with it. Battery life is off the charts I think I ve only charged it once and everyone has been using it.We definitely gravitate towards the round ball but a few other pieces will hit different parts of your muscles more precisely. Overall this is a great buy and great father s day gift (hint hint).
Great for Tension Migraines,-,M. K. Davis,-,5,2020-05-15T12:59:17,Great for Shoulder Tension!! I struggle with an ongoing injury from my neck which often triggers migraines. So far this has been extremely helpful. Feeling a lot less tension after 2 days of use.All the attachments I haven t tried but do go with the suggestions of area of use in the misc attachments. There are a LOT!Battery life so far is great.Is best used with a partner - might be a bit cumbersome if used on your own for hard to reach areas. And a tad heavy when using by yourself. No excessive vibration for whomever is applying the massager when using which is so nice!
Works great!,-,Janzbooks,-,5,2020-06-18T12:59:17,This is the first massage gun I have purchased and I am very pleased with it. The variety of heads makes it easy to work many places on the body. A lighted ring at the end of the handle indicates when it needs to be recharged. The multiple speed settings are useful. No need to apply any pressure when using the massage gun. Touch it to the body and it does all of the work. After a week of using it  my achy muscles are feeling better.
Nice way to relieve muscle strain,-,PG,https://images-na.ssl-images-amazon.com/images/I/B1EINKEt20S._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/C1SiRgELmiS._SY300.jpg,5,2020-08-22T17:59:17,I have a stiff knee and muscles around it after an injury. This machine helps immediately relieve stiffness with low speed setting. It has 3 speed modes  and I felt comfortable with low and medium settings. Battery life was good enough for daily usage. The ergonomics of the design makes it very usable with 1 hand.The unit comes with multiple accessories  and I haven t tried them all as they appear to feel a bit differently depending on where you try it. Fully recommend this.
It's great,-,Leslie Schneider,-,5,2020-09-25T15:59:17,I bought this because I have back problems and have had two surgeries. I ve used it several times and it loosens me up. I have hopes that with continued use  I will only get better. It comes in a nice case and has a LOT of attachments  one for every body part that ails you. It s very easy to use and I like the fact that it s variable speed and has a count-down timer. I ve had some success using it on my own back since I know being massaged by someone else can be tiring for them. But I used it on my wife s back last night and she fell asleep. I think it s the first time she s been relaxed since the pandemic.
I can massage my back!,One person found this helpful,Seraph,https://images-na.ssl-images-amazon.com/images/I/B1d7AlMIyZS._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/B1vBH0PvLYS._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/C1eFw2VlbRS._SY300.jpg,5,2020-04-17T17:59:17,Wow! First of all  the same day delivery is greatly appreciated! Working from home  working out from home  playing Tennis randomly and dealing with the pandemic  My back have been super achy with that dull feeling. My lower back has been a pain! Today was extra painful and my daily activity became a choir. My co worker recommended this product and I noticed Amazon offered it same day delivery. I m more amazed at how the massage gun felt on my lower back. It came charged and ready to go. The multiple attachments give so many options. I really recommend this product! I pressed really hard on my lower back and this massage gun did not slow down. The attachments are soft to the feel. Not sure how long this battery will last. So far so good! Highly recommend!
Well built  heavy duty massage gun. Excellent choice among others.,One person found this helpful,BrianK,-,5,2020-02-18T17:23:17,After researching massage guns  I decided on this one based on positive reviews and feature. The gun is large and heavy  feeling very well made. Fully charged  this thing keeps on going. Great control over speed. Being a runner  I bought this to help with sore leg muscles. This gun is a perfect choice. All the additional tips are great for other areas of the body. I was surprised with the amount of pain relief from the very first treatment. Come with a very nice carrying case. My friend bought a cheaper version and this one works so much better. Will recommend to my running friends and look forward to muscle relief after running. Quick shipping and easy to use.
Broken/Doesn’t turn off,3 people found this helpful,P. Bova,-,1,2020-09-18T17:59:17,Used it twice before the on/off button broke. Now when I turn it to the off position it doesn t do anything and is stuck powered on. A shame because it comes in a nice case and is powerful.
Great bang for the Buck,-,Josh,-,5,2020-09-29T17:59:17,I ve been keeping an eye out for a massage gun ever since the craze started a few years ago. I m in my mid 30s  I play rugby  and I lift weights to stay in shape. So a tool such as this would get lots of use from me.I was skeptical at best when I looked to find a good massage gun that wasn t going to cost me 400+ dollars. I did my research  but that didn t seem to help much. I finally looked through the reviews for this one and a couple others around the same price range. I own a nice collection of power tools and am familiar with BRUSHLESS technology and why it s important to the longevity of the product and it s benefits for the user.With all of this said  I was still certain that this massage gun was not going to live up to it s 400$ counterparts  but as I was able to get it on sale  I figured that it couldn t hurt to try it out...I got to say  it exceeded my expectations. Is it as good as one that costs 4x more? I m not sure  before I bought it I would have said no; now  I ve been so impressed with this massager  that I m not sure what more money would have actually bought me. Maybe there are more bells and whistles  though with it s litany of massage heads and variations in speeds  I m not sure what else there would be to add on. Maybe the life of the product would be better  but I know quality  and this does hit that mark too.So in conclusion  while I cannot say that I believe this to be the best massage gun on the market  mostly because I don t have enough experience with others. I can say that I am extremely happy with my purchase and have already recommended it to others with similar needs to my own. If you are on the fence about this  I d recommend trying it out. At the price  I can t imagine you will get anything better.
Powerful and nice attachments,4 people found this helpful,Ryan,-,4,2020-04-23T14:12:17,Overall a nice purchase. Powerful  but hard to hold. The attachments are just kind of thrown into the bag and it looks sloppy. The $50  bonus  for a review is a little sketchy  but I ll take it. I will follow up if the bonus is actually bogus.
It works as good as it looks,-,Robb,-,5,2020-02-22T16:59:17,I love this massager. As soon as you hold it in your hand it feels like quality. It has a slight soft rubber feel to it which is nice considering that the whole thing vibrates. The LED panel is quite functional and provides all data you would like (remaining battery  vibration strength  friend 15 minute timer). It s very strong as well. I will push it up against my leg muscle and it won t slow down the motor. The case is very nice. Although the case is very attractive  it is a bit flimsy. A dozen attachments are included for various massaging parts of your body  but I catch myself just using the cushioned round ball 100% of the time. There is a smaller case included for the accessories that will store nicely inside the larger case (which is very thoughtful). Battery life is fantastic! Overall  I m very happy with the unit and have no problem recommending it to anyone.
Not worth the price  painful,3 people found this helpful,KC,-,1,2020-01-18T17:53:17,This purchase was a disappointment. Don t buy. There are better guns out there for the same price. I was Hoping this would relieve my achy muscles but I feel More damaged after using it. There s only one setting which is too aggressive. I can Feel my internal organs vibrating when using this. It only causes more pain! Feel like I m being hit with a baseball bat. Sucks.
Great for feet,One person found this helpful,V. Lea,-,4,2020-07-23T17:59:17,Battery holds a charge well so far  and if turned off with the power switch on the base it can be days between charges.My favorite use for this is hand and feet massages  with the thumb shaped attachment. It is not as nice as the $300 name brand one I sampled at a store for shoulder pain. But it s also not $300. It was used by someone else who is prone to calf pain and he does feel that it helps with that and when he exercises.
Just try it out for self and take it slow,One person found this helpful,KJ,https://images-na.ssl-images-amazon.com/images/I/B1RtlHDSDcS._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/B1WIrYLXPES._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/B1WIrYLXPES._SY300.jpg     ;     https://images-na.ssl-images-amazon.com/images/I/C1Z+rZ0olmS._SY300.jpg,4,2020-02-10T17:59:17,Your browser does not support HTML5 video.  It has the same rhythm  but then different strengths. I can only do lowest. The 2nd setting on my lower back. You will need someone to help you with it. I have hand weakness due to MS and carpal tunnel. I am hoping that this will help with some pain that I have from walking oddly. Do not press hard on yourself let it work you. The only soft one is the ball . Which is the one I like best so far.
Broken on first use,3 people found this helpful,Farwell,-,1,2020-08-01T17:23:17,Bought the product to use mostly on arms and legs post workout. However  upon first use after about 8 mins of use  the massage gun started clicking due to what sounded like the motor or whatever system keeps the adjustable heads moving. I returned the item. Hopefully just a defect of a singular item as all of the adjustable heads seemed like they would do a lot of good.
This product lives up to all that it promises,-,Amazon Customer,-,5,2020-08-22T17:59:17,It s always a pleasure when you make a purchase that exceeds your expectations. I recently had arthoscopic surgery on my shoulder to mend rotator cuff tear and ended up with having to have the bicep cut on the same arm. To say that my muscles were tight post surgery and throughout rehab is an understatement. When I spoke to my surgeon about the tightness throughout my back and medial deltoid  he recommended deep tissue message OR to purchase a deep tissue massage gun. I took his advice and went for the later and I felt relief after the first time I used it. This product will be a part of my keeping an active lifestyle with less discomfort from here on out.
